#{"t_start": 1760104453.683867, "env_id": "None"}
r,l,t
-4.919049,100,14.660945
-5.0519924,100,14.660949
-11.598586,100,14.660954
-8.491916,100,14.806035
-3.9740171,100,14.80607
-6.477,100,14.806077
-3.9875991,100,14.806086
-8.560797,100,14.806091
-10.649742,100,14.806097
-4.992761,100,14.806101
-14.032443,100,14.806105
-8.403058,100,14.80611
-3.4465263,100,14.806114
-7.1080823,100,14.950784
-13.388672,100,14.950813
-12.799891,100,14.95082
-9.951755,100,14.950826
-6.6432824,100,14.950831
-21.05163,100,14.950836
-7.3903275,100,14.950841
-8.151215,100,14.950845
-3.500829,100,14.950849
-7.436732,100,14.950853
-5.99198,100,15.094621
-19.78467,100,15.094661
-15.598747,100,15.094669
-33.456047,100,15.094675
-62.200417,100,15.094681
-30.551634,100,15.094689
-33.70621,100,15.094694
-51.5383,100,15.094698
-9.747241,100,15.094702
-6.886058,100,15.094707
-40.686806,100,15.238923
-16.124645,100,15.238952
-22.132576,100,15.238959
-57.747128,100,15.238965
-17.521187,100,15.23897
-34.727737,100,15.238978
-46.005215,100,15.238983
-25.573284,100,15.238987
-17.3698,100,15.238991
-33.274227,100,15.238995
-22.21844,100,15.383435
-5.8150206,100,15.383476
-3.038547,100,15.383488
-6.284476,100,15.383494
-8.668431,100,15.383503
-7.96828,100,15.383509
-6.8038454,100,15.383514
-9.4996805,100,15.383521
-5.889236,100,15.383526
-15.2580385,100,15.38353
-40.73804,100,15.527285
-52.662857,100,15.527316
-38.358833,100,15.527324
-18.13902,100,15.527329
-17.553955,100,15.527334
-38.54128,100,15.527339
-31.904896,100,15.527344
-25.27403,100,15.527348
-22.668987,100,15.527352
-20.833593,100,15.527357
-3.9316008,100,15.672048
-8.986626,100,15.672094
