#{"t_start": 1761302692.6657631, "env_id": "None"}
r,l,t
-32.756355,100,23.023226
-90.2843,100,23.023232
-145.76149,100,23.023238
-68.94327,100,23.023243
-110.373955,100,23.023251
-38.744064,100,23.023256
-85.67227,100,23.02326
-58.71757,100,23.023264
-38.348698,100,23.150554
-61.228817,100,23.150564
-40.296364,100,23.15057
-71.830826,100,23.150575
-69.658134,100,23.15058
-50.175972,100,23.150584
-20.324663,100,23.150588
-89.60906,100,23.150592
-35.31076,100,23.150596
-145.64365,100,23.1506
-233.00284,100,23.277259
-75.14664,100,23.277278
-170.05179,100,23.277285
-239.81792,100,23.277291
-283.07086,100,23.277299
-134.32254,100,23.277304
-134.15999,100,23.277308
-79.50863,100,23.277312
-133.2557,100,23.277316
-79.68091,100,23.27732
-236.21251,100,23.405024
-181.11009,100,23.405035
-119.413445,100,23.40504
-53.315933,100,23.405045
-252.96754,100,23.405049
-105.34958,100,23.405053
-256.3551,100,23.405057
-209.45412,100,23.405061
-164.66063,100,23.405064
-141.10118,100,23.405068
-20.993523,100,23.532586
-118.66364,100,23.532596
-59.80132,100,23.532602
-119.220184,100,23.532607
-179.11568,100,23.532611
-90.64317,100,23.532615
-177.24278,100,23.532619
-181.11263,100,23.532623
-85.594284,100,23.532627
-63.475086,100,23.532631
-96.14004,100,23.66062
-39.486904,100,23.660629
-62.018013,100,23.660634
-63.586758,100,23.660641
-23.376055,100,23.660645
-41.790546,100,23.660649
-47.199738,100,23.660653
-87.24515,100,23.660657
-35.42035,100,23.660661
-21.32052,100,23.660664
-144.29175,100,23.788198
-230.56906,100,23.788208
-157.93542,100,23.788213
-178.62997,100,23.788217
-116.35876,100,23.788222
-83.61262,100,23.788226
-96.65009,100,23.788229
-214.1799,100,23.788233
-84.0734,100,23.788237
-211.43372,100,23.788241
-67.880486,100,23.915257
-76.11455,100,23.915266
-185.27667,100,23.915271
-196.99391,100,23.915276
-187.71986,100,23.91528
-194.86607,100,23.915283
-32.231945,100,23.915287
-131.6995,100,23.915291
-99.32934,100,23.915295
-58.88634,100,23.915299
-38.441006,100,24.043068
-35.83437,100,24.043077
-62.35791,100,24.043082
-125.988266,100,24.043086
-248.79292,100,24.04309
-73.35402,100,24.043094
-33.642483,100,24.043098
-57.539707,100,24.043101
-36.646503,100,24.043105
-28.51531,100,24.043109
-90.799164,100,24.170088
-80.82946,100,24.170102
-62.15305,100,24.170109
-108.34789,100,24.170114
-42.768055,100,24.170119
-37.48992,100,24.170124
-136.7695,100,24.170129
-128.23679,100,24.170133
-35.018784,100,24.170137
-74.46761,100,24.170141
-38.934296,100,24.297798
-64.57622,100,24.297809
-55.56159,100,24.297818
-90.49689,100,24.297823
-26.493242,100,24.297827
-103.865906,100,24.297831
-26.46178,100,24.297835
-23.503988,100,24.297839
-25.66549,100,24.297843
-26.941254,100,24.297847
-70.2932,100,24.425287
-33.581856,100,24.425297
-71.97035,100,24.425303
-100.7684,100,24.425308
-205.67685,100,24.425313
-43.522488,100,24.425318
-139.83348,100,24.425322
-92.19843,100,24.425326
-64.40483,100,24.42533
-98.43612,100,24.425335
-48.451813,100,24.552387
-98.49681,100,24.552401
-65.59091,100,24.552406
-88.77815,100,24.552411
-21.463387,100,24.552415
-63.164417,100,24.552419
-47.61817,100,24.552424
-53.953762,100,24.552428
-49.278667,100,24.552432
-59.07451,100,24.552436
-71.06146,100,24.67963
-47.246822,100,24.67964
-74.885796,100,24.679645
-113.14376,100,24.67965
-57.693947,100,24.679654
-95.05672,100,24.679659
-94.81279,100,24.679663
-113.927536,100,24.679677
-135.75215,100,24.679681
-67.442474,100,24.679685
-253.98973,100,24.807237
-215.56802,100,24.807247
-158.99777,100,24.807253
-47.839664,100,24.807258
-179.37378,100,24.807262
-138.93867,100,24.807266
-184.2336,100,24.807269
-353.97455,100,24.807273
-221.03508,100,24.807277
-207.31903,100,24.80728
-205.76593,100,24.934281
-83.19868,100,24.93429
-78.34524,100,24.934295
-195.57169,100,24.934299
-177.96262,100,24.934303
-172.24911,100,24.934307
-90.805855,100,24.934311
-99.58687,100,24.934315
-92.89657,100,24.934319
-154.90933,100,24.934322
-43.964706,100,25.061345
-74.1632,100,25.061357
-96.43109,100,25.061363
-53.142708,100,25.061368
-103.41495,100,25.061372
-36.54746,100,25.061376
-72.57132,100,25.06138
-114.72808,100,25.061384
-76.289345,100,25.061387
-88.6474,100,25.061391
-207.83472,100,25.188541
-113.76448,100,25.188551
-91.90393,100,25.188556
-148.68567,100,25.188564
-300.65027,100,25.188568
-126.24733,100,25.188573
-104.65633,100,25.188577
-258.15005,100,25.188581
-226.66838,100,25.188585
-85.711395,100,25.188588
-42.9475,100,28.150427
-74.55823,100,28.150801
-78.7735,100,28.150823
-91.30944,100,28.150833
-184.75638,100,28.15084
-67.64086,100,28.150846
-197.32701,100,28.150852
-49.98269,100,28.150858
-50.99173,100,28.150864
-185.14961,100,28.150869
-53.41074,100,28.290202
-62.387127,100,28.29025
-26.51019,100,28.290263
-62.535557,100,28.29027
-22.556456,100,28.290276
-28.313406,100,28.290282
-85.19675,100,28.290287
-36.775066,100,28.290296
-129.6914,100,28.290301
-83.517685,100,28.290306
-24.331247,100,28.428472
-61.020832,100,28.428526
-60.549244,100,28.428535
-51.007843,100,28.428544
-101.097916,100,28.42855
-100.7049,100,28.428556
-89.69696,100,28.428561
-59.9988,100,28.428565
-98.4207,100,28.42857
-31.808489,100,28.428575
-97.04783,100,28.566861
-98.43599,100,28.566909
-155.56091,100,28.566919
-138.22525,100,28.566926
-138.41624,100,28.566932
-151.12769,100,28.566938
-81.14074,100,28.566943
-101.529434,100,28.566948
-76.35378,100,28.566953
-83.22261,100,28.566958
-150.24138,100,28.700512
-108.59013,100,28.700561
