#{"t_start": 1760104923.8170428, "env_id": "None"}
r,l,t
-11.78329,100,9.556879
-5.799088,100,9.714752
-8.435355,100,9.714785
-12.260865,100,9.714792
-13.419651,100,9.714797
-14.276051,100,9.714804
-6.5629263,100,9.714809
-9.895099,100,9.714813
-6.688411,100,9.714817
-5.0397496,100,9.714822
-14.079488,100,9.714826
-4.097636,100,9.871751
-20.80058,100,9.871774
-18.503979,100,9.871783
-22.793465,100,9.871789
-14.347071,100,9.871795
-9.016984,100,9.8718
-6.970154,100,9.871805
-10.114039,100,9.871813
-23.601526,100,9.871817
-3.57386,100,9.871822
-20.481003,100,10.030058
-28.703222,100,10.030096
-18.33619,100,10.030106
-46.804806,100,10.030112
-18.816446,100,10.030118
-26.825151,100,10.030123
-6.5479918,100,10.030128
-21.223969,100,10.030133
-13.909965,100,10.030138
-25.170498,100,10.030142
-7.0099573,100,10.199061
-15.562798,100,10.199101
-5.5052714,100,10.199111
-5.200166,100,10.199117
-14.063007,100,10.199123
-4.257728,100,10.199129
-10.570973,100,10.199134
-8.539471,100,10.199138
-7.8830605,100,10.199143
-4.984363,100,10.199147
-4.9286804,100,10.359616
-17.032616,100,10.359652
-14.411503,100,10.35966
-6.958585,100,10.359666
-9.917842,100,10.359672
-6.334778,100,10.359677
-9.585456,100,10.359681
-7.7533092,100,10.359686
-9.095382,100,10.35969
-11.922077,100,10.359694
-8.405822,100,10.519843
-13.644488,100,10.519885
-12.39232,100,10.519894
-8.242671,100,10.519901
-11.844692,100,10.519906
-7.48412,100,10.519911
-5.734821,100,10.519916
-9.995585,100,10.519921
-6.6557584,100,10.519926
-8.587773,100,10.51993
-12.555188,100,10.678489
-15.352554,100,10.678513
-18.223047,100,10.678522
-28.862427,100,10.678528
-8.552613,100,10.678534
-11.2282915,100,10.678539
-15.5994425,100,10.678545
-9.65223,100,10.678549
-15.619771,100,10.678554
-26.950577,100,10.678558
-3.7381628,100,10.86042
-17.024252,100,10.860469
-3.7944074,100,10.860478
-5.6544876,100,10.860485
-13.956294,100,10.860491
-10.156573,100,10.860496
-8.163188,100,10.860501
-12.618309,100,10.860505
-8.697213,100,10.86051
-6.4028683,100,10.860514
-4.3461266,100,11.027282
-13.078008,100,11.027323
-10.169598,100,11.027332
-17.263071,100,11.027338
-9.877537,100,11.027345
-4.625322,100,11.027352
-3.0498435,100,11.027358
-14.189056,100,11.027362
-9.884132,100,11.027367
-4.6543574,100,11.027371
-13.276787,100,11.18728
-4.9406123,100,11.18731
-16.49435,100,11.187318
-16.63359,100,11.187335
-11.676013,100,11.187341
-8.883595,100,11.187346
-5.7527366,100,11.187351
-19.098469,100,11.187356
-21.153559,100,11.18736
-3.5771446,100,11.187364
-14.615774,100,11.346017
-3.8520622,100,11.346045
-8.421957,100,11.346051
-10.45434,100,11.346057
-5.498557,100,11.346062
-12.538527,100,11.346067
-6.965332,100,11.346072
-14.924714,100,11.346076
-3.9006832,100,11.34608
-9.260947,100,11.346084
-23.827227,100,11.504984
-25.823183,100,11.504997
-13.697134,100,11.505003
-14.584376,100,11.505008
-2.5789256,100,11.505013
-10.346714,100,11.505017
-14.64719,100,11.505021
-6.80094,100,11.505025
-5.6781015,100,11.505029
-12.125486,100,11.505033
-16.82699,100,11.662906
-3.8485854,100,11.66292
-7.665423,100,11.662926
-24.937307,100,11.662932
-16.833548,100,11.662937
-12.174663,100,11.662945
-20.105635,100,11.66295
-10.201958,100,11.662954
-6.3553443,100,11.662958
-14.315482,100,11.662963
-6.849911,100,11.822673
-14.941555,100,11.8227
-11.484074,100,11.822707
-12.958849,100,11.822713
-10.213501,100,11.822718
-15.4842205,100,11.822723
-4.8854494,100,11.822728
-21.315172,100,11.822732
-4.382109,100,11.822736
-9.354815,100,11.82274
-45.0755,100,11.981091
-3.6087189,100,11.981114
-22.55594,100,11.98112
-8.2792225,100,11.981125
-5.145471,100,11.98113
-9.256567,100,11.981135
-2.0100212,100,11.981139
-7.1904635,100,11.981144
-15.168705,100,11.981148
-7.5531044,100,11.981152
-6.0664506,100,12.138888
-17.430347,100,12.138912
-7.0476737,100,12.138918
-4.003374,100,12.138924
-15.042873,100,12.138929
-6.1926785,100,12.138933
-7.033916,100,12.138938
-19.57106,100,12.138942
-12.563556,100,12.138946
-7.14455,100,12.138951
-4.1507726,100,12.296177
-3.9020607,100,12.29619
-18.993654,100,12.296196
-23.337053,100,12.296201
-3.6191874,100,12.296205
-7.838272,100,12.296209
-11.152173,100,12.296214
-11.594738,100,12.296218
-5.9438562,100,12.296222
-31.244389,100,12.296226
-15.700602,100,12.454253
-12.8888855,100,12.454274
-5.7193036,100,12.454283
-5.841982,100,12.454289
-8.280558,100,12.454294
-6.083125,100,12.454299
-6.3705,100,12.454304
-7.2270865,100,12.454308
-3.8257124,100,12.454313
-12.46226,100,12.454317
-6.3513384,100,12.613667
-5.200328,100,12.61369
-6.685885,100,12.613699
-8.5851965,100,12.613705
-5.213154,100,12.61371
-7.3140016,100,12.613716
-4.690118,100,12.613721
-10.301838,100,12.613725
-9.726472,100,12.613729
-8.429108,100,12.613733
-5.741084,100,12.77147
-8.412202,100,12.771489
-5.3864636,100,12.771496
-5.684373,100,12.771502
-8.70113,100,12.771507
-3.2485812,100,12.771512
-7.7273436,100,12.771516
-6.5371923,100,12.771521
-11.988225,100,12.771525
-3.6165562,100,12.771529
-24.208862,100,12.930087
-4.9821362,100,12.930115
-3.7835262,100,12.930123
-10.152705,100,12.930129
-28.988949,100,12.930134
-6.1007447,100,12.930142
-3.528668,100,12.930146
-4.188855,100,12.930151
-15.832345,100,12.930156
-26.598152,100,12.930163
-9.61162,100,13.092637
-18.054976,100,13.092668
-6.524988,100,13.092677
-4.801195,100,13.092683
-10.152521,100,13.092691
-15.577251,100,13.092697
-7.533349,100,13.092703
-11.136439,100,13.092708
-10.386321,100,13.092712
-17.752523,100,13.092717
-3.501521,100,13.269311
-2.6579316,100,13.269361
-13.6845255,100,13.269369
-4.880161,100,13.269376
-10.306323,100,13.269381
-10.072547,100,13.269386
-4.6165767,100,13.269391
-11.242579,100,13.269395
-6.581759,100,13.269399
-5.8923903,100,13.269404
-4.856811,100,13.430194
-3.587524,100,13.430229
-9.923039,100,13.430237
-3.8785641,100,13.430244
-25.44476,100,13.430249
-12.292793,100,13.430254
-3.1166556,100,13.430259
-3.6571827,100,13.430263
-4.1872177,100,13.430268
-7.746871,100,13.430272
-4.2749405,100,13.587909
-7.7025466,100,13.587924
-4.4792266,100,13.587931
-14.286448,100,13.587936
-18.588614,100,13.587941
-4.4082313,100,13.587946
-11.337165,100,13.587951
-4.9396367,100,13.587955
-10.82353,100,13.587959
-5.839947,100,13.587963
-7.9724774,100,13.745306
-4.457961,100,13.745333
-13.928019,100,13.745341
-4.5668573,100,13.745347
-5.2304688,100,13.745361
-4.454273,100,13.745366
-10.976583,100,13.74537
-5.622853,100,13.745375
-3.9060645,100,13.745379
-3.8139083,100,13.745383
-5.769562,100,13.902069
-3.34637,100,13.902082
-6.681967,100,13.902087
-6.843585,100,13.902092
-4.6071115,100,13.902097
-5.944584,100,13.902101
-5.856619,100,13.902105
-15.54912,100,13.902109
-15.094492,100,13.902113
-9.159916,100,13.902117
-5.363025,100,14.059528
-4.412803,100,14.05955
-4.0688357,100,14.059557
-5.471187,100,14.059563
-17.158821,100,14.059568
-8.769457,100,14.059572
-7.353133,100,14.059577
-4.433049,100,14.059581
-3.2554455,100,14.059585
-11.32801,100,14.059589
-3.8321946,100,14.219062
-5.532169,100,14.219089
-20.573883,100,14.219096
-8.083258,100,14.219101
-7.7158713,100,14.219106
-9.13992,100,14.21911
-6.1365356,100,14.219114
-4.987253,100,14.219118
-5.2072744,100,14.219122
-18.137346,100,14.219127
-47.462055,100,14.376615
-20.645315,100,14.37664
-26.28383,100,14.376648
-8.331548,100,14.376654
-23.539509,100,14.376659
-11.772536,100,14.376667
-11.732812,100,14.376672
-19.768667,100,14.376677
-5.8107576,100,14.376681
-4.024111,100,14.376685
-17.131008,100,14.534166
-3.4281797,100,14.534192
-5.334006,100,14.534198
-12.731473,100,14.534203
-6.32007,100,14.534208
-3.015761,100,14.534213
-5.6628027,100,14.534218
-19.409916,100,14.534222
-9.711469,100,14.534226
-3.1597152,100,14.53423
-10.560074,100,14.691403
-4.331288,100,14.691418
-18.103142,100,14.691427
-5.8799624,100,14.691433
-5.569244,100,14.691438
-13.396904,100,14.691445
-8.880164,100,14.69145
-9.7974205,100,14.691454
-19.604095,100,14.691458
-4.1673555,100,14.691462
-3.9705875,100,14.848612
-21.428074,100,14.848624
-32.137253,100,14.84863
-15.277832,100,14.848635
-1.9963948,100,14.848643
-6.079757,100,14.848647
-4.7351646,100,14.848651
-3.2522628,100,14.848655
-38.592457,100,14.848662
-8.200383,100,14.848667
-18.97786,100,15.007596
-9.312197,100,15.007622
-11.23187,100,15.007631
-3.3849144,100,15.007636
-8.47164,100,15.007641
-4.2195497,100,15.007645
-2.2031758,100,15.007649
-21.673512,100,15.007653
-3.7054048,100,15.007658
-7.872269,100,15.007662
-8.721164,100,15.168895
-15.906863,100,15.168923
-22.36724,100,15.168933
-24.288279,100,15.168939
-27.572054,100,15.168944
-20.371717,100,15.168948
-40.97031,100,15.168952
-15.974435,100,15.168956
-4.8157864,100,15.16896
-4.7884183,100,15.168965
-6.739979,100,15.326591
-7.414074,100,15.326624
-5.3797464,100,15.326634
-3.1744256,100,15.32664
-3.4451308,100,15.326645
-2.786495,100,15.32665
-3.4156547,100,15.326658
-3.6977262,100,15.326663
-6.2478776,100,15.326667
-4.919613,100,15.326672
-12.533324,100,15.484448
-3.348057,100,15.484462
-12.554239,100,15.484468
-5.215636,100,15.484473
-8.394294,100,15.484478
-3.4369254,100,15.484482
-9.184196,100,15.484487
-5.038111,100,15.484491
-5.4190726,100,15.484495
-14.057205,100,15.484499
-3.6831968,100,15.642514
-7.397818,100,15.642527
-5.121472,100,15.642533
-11.376617,100,15.642541
-10.229494,100,15.642546
-10.411461,100,15.64255
-4.9923587,100,15.642555
-7.957813,100,15.642559
-4.613038,100,15.642563
-8.046074,100,15.642567
-35.00096,100,15.802272
-9.94815,100,15.80231
-45.01759,100,15.802319
-2.4358513,100,15.802328
-4.033134,100,15.802333
-15.17011,100,15.802338
-9.8202305,100,15.802342
-5.858064,100,15.802347
-5.4863067,100,15.802351
-16.21962,100,15.802355
-10.31839,100,15.960908
-5.901089,100,15.960932
-6.0640364,100,15.960944
-10.318272,100,15.96095
-14.031967,100,15.960955
-4.378825,100,15.960963
-8.493216,100,15.960968
-18.128262,100,15.960972
-4.923011,100,15.960977
-5.589153,100,15.960981
-5.46253,100,16.118614
-7.1949325,100,16.118642
-2.2879608,100,16.118653
-6.740079,100,16.118658
-17.510092,100,16.118663
-12.684788,100,16.118668
-5.1109204,100,16.118673
-5.4407134,100,16.118677
-3.0937936,100,16.118681
-3.1841497,100,16.118685
-16.559103,100,16.276085
-2.6350064,100,16.276101
-19.992792,100,16.276108
-44.458557,100,16.276113
-7.257005,100,16.276118
-1.8926046,100,16.276131
-12.315025,100,16.276136
-6.5629654,100,16.276141
-5.516616,100,16.276145
-5.746127,100,16.276149
-12.432552,100,16.43355
-4.8065734,100,16.433563
-5.966619,100,16.433569
-4.0754347,100,16.433574
-12.586528,100,16.433578
-10.847278,100,16.433582
-7.0354724,100,16.433586
-5.5224705,100,16.43359
-13.492739,100,16.433594
-7.4362817,100,16.433597
-3.1128864,100,16.594491
-11.630985,100,16.594544
-7.3266215,100,16.594552
-3.5836968,100,16.59456
